Product Name,Quantity,Brands,Categories,Labels,Allergens,Energy (kJ),Energy (kcal),Sugars (g),Fat (g),Saturated Fat (g),Salt (g),Proteins (g)
Coca-Cola,250 ml,The Coca-Cola Company,"Beverages, Carbonated drinks, Sodas, Non-alcoholic beverages, Carbonated soft drinks without fruit juice, Colas, Carbonated soft drinks without fruit juice with sugar, Sweetened beverages","Vegetarian, Green Dot, Green Dot India",,184,44,10.6,0,0,0.02125,0
